project_id,project_title,domain,sub_domains,description,tools,technologies,languages,tasks
PRJ00319,Gamified Learning Modernization Initiative,Education Technology,Gamified Learning,"A microservices-based Gamified Learning application designed to integrate smoothly with existing systems used by non-profits. Built primarily with C++, using Unity and Apache Spark, with SonarQube for version control and workflow tracking.",SonarQube; Apache Airflow; Terraform; Jenkins,Unity; Apache Spark; GraphQL; Firebase; GraphDB,C++,container orchestration; model evaluation; database schema design; version control management; system architecture design; stakeholder presentations; frontend UI implementation
PRJ00320,Ripple: A Cloud Migration Toolkit for Remote Teams,Cloud Computing,Cloud Migration,"An internally developed Cloud Migration tool that consolidates fragmented workflows into a single interface for remote teams. Built primarily with SQL and Dart, using Elasticsearch and gRPC, with Docker Compose for version control and workflow tracking.",Docker Compose; MLflow; Apache Airflow; CircleCI; Ansible; Tableau,Elasticsearch; gRPC; Hyperledger Fabric; MySQL; Laravel; Ruby on Rails,SQL; Dart,monitoring setup; CI/CD pipeline setup; version control management; API development; unit testing
PRJ00321,Enterprise Immersive Storytelling Suite,Augmented & Virtual Reality,Immersive Storytelling,"This solution focuses on immersive storytelling, offering financial institutions a secure, reliable, and user-friendly experience. Built primarily with Solidity, using Firebase and WebSockets, with Helm for version control and workflow tracking.",Helm; Travis CI; Postman,Firebase; WebSockets; OpenCV,Solidity,API development; feature engineering; code review; deployment automation; requirement gathering
PRJ00322,Speech Recognition Application for Non-Profits,Deep Learning,Speech Recognition; Computer Vision,"This project modernizes speech recognition operations, replacing spreadsheets and manual tracking with an automated system for non-profits. Built primarily with Bash and Dart, using Django and Vue.js, with Tableau for version control and workflow tracking.",Tableau; Git; Postman; MLflow,Django; Vue.js; MySQL; Ethereum; WebSockets,Bash; Dart; PHP,deployment automation; container orchestration; bug fixing; stakeholder presentations; user authentication implementation; frontend UI implementation; data visualization
PRJ00323,Next-Gen Automotive Systems Portal,Embedded Systems,Automotive Systems,"A mobile-first Automotive Systems experience created to give content creators on-the-go access to critical data and workflows. Built primarily with Kotlin and TypeScript, using PostgreSQL and Google Cloud Platform, with ArgoCD for version control and workflow tracking.",ArgoCD; Travis CI; SonarQube,PostgreSQL; Google Cloud Platform; Unreal Engine; Vue.js,Kotlin; TypeScript; C#; Python,third-party API integration; cloud infrastructure setup; data visualization; monitoring setup; code review; security auditing; UX research; API development
PRJ00324,Smart Customer Analytics System,Data Science,Customer Analytics,"A Customer Analytics solution designed to help researchers streamline their operations through automation and data-driven insights. Built primarily with TypeScript and MATLAB, using Angular and Keras, with Metasploit for version control and workflow tracking.",Metasploit; Power BI; GitHub; Postman,Angular; Keras; REST API; PyTorch,TypeScript; MATLAB; PHP; R,system architecture design; deployment automation; version control management; requirement gathering; data preprocessing; model evaluation; backend service implementation; data visualization
PRJ00325,AI-Powered Supply Chain Management Tool,Enterprise Software,Supply Chain Management,"A production-grade Supply Chain Management system engineered for high availability, giving startups a dependable tool for day-to-day operations. Built primarily with Scala and C#, using ASP.NET Core and Scikit-learn, with DBeaver for version control and workflow tracking.",DBeaver; IntelliJ IDEA; Prometheus,ASP.NET Core; Scikit-learn; Flask; Ruby on Rails,Scala; C#; JavaScript,data preprocessing; backend service implementation; requirement gathering; monitoring setup; system architecture design; code review; model training; API development
PRJ00326,AI-Powered Generative Models Tool,Deep Learning,Generative Models,"Built using an agile development approach, this generative models initiative helps startups cut manual effort and speed up daily operations. Built primarily with JavaScript and PHP, using Hyperledger Fabric and Solidity, with Jupyter Notebook for version control and workflow tracking.",Jupyter Notebook; Terraform; Helm,Hyperledger Fabric; Solidity; MongoDB; Spring Boot,JavaScript; PHP; Dart,model evaluation; database schema design; deployment automation; requirement gathering; UX research; third-party API integration; integration testing; container orchestration
PRJ00327,Self-Service Genomics Data Analysis Portal for Government Agencies,Healthcare Technology,Genomics Data Analysis; Telemedicine Platforms,"A mobile-first Genomics Data Analysis experience created to give government agencies on-the-go access to critical data and workflows. Built primarily with Ruby and MATLAB, using Next.js and Solidity, with Nginx for version control and workflow tracking.",Nginx; Weights & Biases; Travis CI; Wireshark,Next.js; Solidity; REST API,Ruby; MATLAB,cloud infrastructure setup; integration testing; security auditing; model evaluation; UX research
PRJ00328,Firmware Development Optimization Engine,Embedded Systems,Firmware Development,"Built using an agile development approach, this firmware development initiative helps content creators cut manual effort and speed up daily operations. Built primarily with JavaScript and C#, using Kafka Streams and MongoDB, with Git for version control and workflow tracking.",Git; Jira; Metasploit; Grafana,Kafka Streams; MongoDB; Microsoft Azure; Next.js; REST API,JavaScript; C#; MATLAB,database schema design; code review; UX research; model training; monitoring setup; API development; frontend UI implementation; security auditing
PRJ00329,Network Monitoring Modernization Initiative,Networking,Network Monitoring,"This network monitoring solution was piloted with a small user group before rolling out to developers, incorporating feedback throughout development. Built primarily with Python and SQL, using Google Cloud Platform and REST API, with Insomnia for version control and workflow tracking.",Insomnia; Ansible; Wireshark; Grafana; Terraform,Google Cloud Platform; REST API; GraphDB; Hadoop; Angular,Python; SQL,stakeholder presentations; requirement gathering; load testing; backend service implementation
PRJ00330,Genomics Data Analysis Management Solution,Healthcare Technology,Genomics Data Analysis; Health Monitoring Apps,"An internally developed Genomics Data Analysis tool that consolidates fragmented workflows into a single interface for logistics companies. Built primarily with R and C#, using Microsoft Azure and MongoDB, with DBeaver for version control and workflow tracking.",DBeaver; GitHub; Wireshark,Microsoft Azure; MongoDB; Hadoop,R; C#; Python,hyperparameter tuning; feature engineering; UX research; unit testing
PRJ00331,Enterprise E-Commerce Suite,Web Development,E-Commerce,"Built using an agile development approach, this e-commerce initiative helps startups cut manual effort and speed up daily operations. Built primarily with SQL and Go, using TensorFlow and Hyperledger Fabric, with Kubernetes for version control and workflow tracking.",Kubernetes; ArgoCD; Insomnia; Nginx,TensorFlow; Hyperledger Fabric; Firebase; Vue.js,SQL; Go; Python,container orchestration; third-party API integration; model training; API development; version control management
PRJ00332,Personal Finance Apps Modernization Initiative,FinTech,Personal Finance Apps; Robo-Advisors,"This project delivers a scalable Personal Finance Apps system that enables researchers to improve efficiency and reduce operational costs. Built primarily with MATLAB, using Unity and JWT, with Docker for version control and workflow tracking.",Docker; Docker Compose; Figma; Ansible,Unity; JWT; Keras; GraphQL,MATLAB,performance optimization; load testing; security auditing; hyperparameter tuning; requirement gathering; model evaluation; third-party API integration; stakeholder presentations
PRJ00333,AR/VR Games Modernization Initiative,Game Development,AR/VR Games,"An innovative AR/VR Games project that integrates advanced analytics and intuitive design for startups. Built primarily with Go and PHP, using MySQL and Unreal Engine, with Tableau for version control and workflow tracking.",Tableau; Cypress; Apache Airflow; GitLab; Trello; Jira,MySQL; Unreal Engine; Elasticsearch; AWS; React,Go; PHP; TypeScript; Python,monitoring setup; model evaluation; database schema design; UX research; integration testing
